Sujeto;Canal;Coeficiente;Mediana;RMS;Curtosis;Norma;Entropia;Condicion
Subject27;EEG F3;cD6;0.000510;0.001374;1.189929;0.009714;3.260342;0
Subject27;EEG F3;cD5;0.000708;0.003897;13.070005;0.027555;2.873162;0
Subject27;EEG F3;cD4;0.030983;0.062850;7.622830;0.444415;3.351980;0
Subject27;EEG F3;cD3;0.318320;1.915750;19.878713;13.546398;2.870790;0
Subject27;EEG F3;cD2;61.279001;163.684919;37.723704;1157.427162;3.253822;0
Subject27;EEG F3;cD1;5079.207439;50969.536629;43.724333;360409.049844;2.246089;0
Subject27;EEG F4;cA8;0.000024;0.000176;36.659523;0.001244;2.691636;0
Subject27;EEG F4;cD8;0.000000;0.000122;3.278930;0.000861;2.720662;0
Subject27;EEG F4;cD7;0.000766;0.001325;0.001217;0.009368;3.476446;0
Subject27;EEG F4;cD6;0.000975;0.001758;-0.104724;0.012432;3.407111;0
Subject27;EEG F4;cD5;0.000784;0.004232;9.765002;0.029924;2.890955;0
Subject27;EEG F4;cD4;0.032663;0.078629;19.768454;0.555988;3.185102;0
Subject27;EEG F4;cD3;0.309803;1.750867;15.520269;12.380503;2.934477;0
Subject27;EEG F4;cD2;45.163955;122.568352;34.529460;866.689125;3.171820;0
Subject27;EEG F4;cD1;3508.019696;35377.122021;42.747803;250154.028800;2.138400;0
Subject27;EEG F7;cA8;0.000005;0.000035;33.333735;0.000248;2.462369;0
Subject27;EEG F7;cD8;0.000000;0.000068;9.404050;0.000481;2.585105;0
Subject27;EEG F7;cD7;0.000575;0.001048;0.875699;0.007414;3.385469;0
Subject27;EEG F7;cD6;0.000813;0.003237;1.886912;0.022889;3.292952;0
Subject27;EEG F7;cD5;0.001237;0.007310;17.052245;0.051691;2.763253;0
Subject27;EEG F7;cD4;0.058862;0.111761;3.219211;0.790267;3.391025;0
Subject27;EEG F7;cD3;0.336816;1.654858;8.838638;11.701613;3.131182;0
Subject27;EEG F7;cD2;15.482464;91.673970;31.899592;648.232859;2.970278;0
Subject27;EEG F7;cD1;2857.076537;29957.098062;43.107715;211828.671845;2.032975;0
Subject27;EEG F8;cA8;0.000029;0.000216;32.217447;0.001525;2.514245;0
Subject27;EEG F8;cD8;0.000069;0.000324;3.141592;0.002293;2.993603;0
Subject27;EEG F8;cD7;0.002918;0.004852;-0.417383;0.034309;3.537630;0
Subject27;EEG F8;cD6;0.003326;0.005211;-0.443808;0.036845;3.642048;0
Subject27;EEG F8;cD5;0.001253;0.006701;9.641141;0.047384;2.894893;0
Subject27;EEG F8;cD4;0.056803;0.128090;7.152683;0.905732;3.165886;0
Subject27;EEG F8;cD3;0.209172;1.265791;22.771122;8.950491;2.885379;0
Subject27;EEG F8;cD2;12.167559;77.472103;31.729957;547.810497;2.986426;0
Subject27;EEG F8;cD1;1919.606500;20836.353697;44.030128;147335.269943;2.040386;0
Subject27;EEG T3;cA8;0.000009;0.000138;29.514399;0.000973;2.346708;0
Subject27;EEG T3;cD8;0.000048;0.000219;7.517252;0.001549;3.099716;0
Subject27;EEG T3;cD7;0.000358;0.001480;2.928910;0.010467;3.183064;0
Subject27;EEG T3;cD6;0.002328;0.005925;1.870311;0.041898;3.335371;0
Subject27;EEG T3;cD5;0.002208;0.010511;12.798166;0.074326;3.138400;0
Subject27;EEG T3;cD4;0.071028;0.147372;6.864108;1.042076;3.342670;0
Subject27;EEG T3;cD3;0.534474;3.278205;20.985485;23.180411;2.946752;0
Subject27;EEG T3;cD2;44.096034;243.208717;31.584355;1719.745331;3.070734;0
Subject27;EEG T3;cD1;7411.656642;73871.576850;42.317725;522350.929276;2.158959;0
Subject27;EEG T4;cA8;0.000024;0.000191;36.208084;0.001352;2.457023;0
Subject27;EEG T4;cD8;0.000062;0.000272;1.393113;0.001922;3.084828;0
Subject27;EEG T4;cD7;0.001303;0.002390;0.753271;0.016903;3.390962;0
Subject27;EEG T4;cD6;0.002847;0.007672;4.849252;0.054251;3.212050;0
Subject27;EEG T4;cD5;0.005392;0.009624;3.497936;0.068049;3.486895;0
Subject27;EEG T4;cD4;0.052350;0.101036;2.948731;0.714435;3.345070;0
Subject27;EEG T4;cD3;0.397352;2.252676;17.507266;15.928822;2.978918;0
Subject27;EEG T4;cD2;39.496297;149.553749;35.107130;1057.504701;3.097227;0
Subject27;EEG T4;cD1;4294.821339;43183.782524;43.329921;305355.454601;2.196413;0
Subject27;EEG C3;cA8;0.000000;0.000086;30.592946;0.000611;2.285418;0
Subject27;EEG C3;cD8;0.000000;0.000085;4.197790;0.000604;2.590757;0
Subject27;EEG C3;cD7;0.000222;0.000876;0.326560;0.006193;3.215173;0
Subject27;EEG C3;cD6;0.001610;0.003086;0.632787;0.021821;3.311253;0
Subject27;EEG C3;cD5;0.000987;0.005144;15.052490;0.036371;2.971547;0
Subject27;EEG C3;cD4;0.030938;0.083780;5.992153;0.592414;3.325387;0
Subject27;EEG C3;cD3;0.311537;1.992376;18.742930;14.088227;2.851609;0
Subject27;EEG C3;cD2;75.678217;199.293953;35.570018;1409.221059;3.240991;0
Subject27;EEG C3;cD1;5945.080318;58195.018363;43.080889;411500.921160;2.252012;0
Subject27;EEG C4;cA8;0.000029;0.000210;34.434672;0.001485;2.614484;0
Subject27;EEG C4;cD8;0.000000;0.000092;8.631247;0.000648;2.435356;0
Subject27;EEG C4;cD7;0.000294;0.001067;-0.093346;0.007542;3.401408;0
Subject27;EEG C4;cD6;0.002074;0.003461;-0.572164;0.024471;3.538654;0
Subject27;EEG C4;cD5;0.001145;0.005163;5.255047;0.036511;3.159807;0
Subject27;EEG C4;cD4;0.035178;0.070047;7.849126;0.495306;3.385903;0
Subject27;EEG C4;cD3;0.269826;1.756566;19.897035;12.420801;2.796781;0
Subject27;EEG C4;cD2;63.358660;167.211654;35.138951;1182.364945;3.208752;0
Subject27;EEG C4;cD1;5329.706345;51535.807644;42.673777;364413.190592;2.217191;0
Subject27;EEG T5;cA8;0.000000;0.000111;32.519057;0.000787;2.220530;0
Subject27;EEG T5;cD8;0.000040;0.000205;3.794408;0.001453;2.835896;0
Subject27;EEG T5;cD7;0.000531;0.001449;1.244388;0.010246;3.198443;0
Subject27;EEG T5;cD6;0.004677;0.008374;1.370715;0.059210;3.436552;0
Subject27;EEG T5;cD5;0.007649;0.013864;2.650051;0.098030;3.451969;0
Subject27;EEG T5;cD4;0.065594;0.137043;6.281636;0.969039;3.277204;0
Subject27;EEG T5;cD3;0.415773;2.878762;26.700632;20.355922;2.713951;0
Subject27;EEG T5;cD2;41.958988;235.643708;32.728745;1666.252636;3.056265;0
Subject27;EEG T5;cD1;6819.384801;69537.665066;43.275038;491705.545162;2.155672;0
Subject27;EEG T6;cA8;0.000007;0.000129;37.915403;0.000909;2.263687;0
Subject27;EEG T6;cD8;0.000000;0.000114;10.839977;0.000809;2.626349;0
Subject27;EEG T6;cD7;0.000220;0.000954;1.684789;0.006748;3.032885;0
Subject27;EEG T6;cD6;0.001180;0.004698;0.368479;0.033221;3.195754;0
Subject27;EEG T6;cD5;0.000759;0.004282;16.118840;0.030276;2.830862;0
Subject27;EEG T6;cD4;0.029533;0.073091;23.708475;0.516830;3.199593;0
Subject27;EEG T6;cD3;0.282011;1.806190;19.299173;12.771691;2.715424;0
Subject27;EEG T6;cD2;49.767805;142.817125;37.656434;1009.869574;3.118841;0
Subject27;EEG T6;cD1;4597.239719;45681.852970;42.907799;323019.480121;2.181352;0
Subject27;EEG P3;cA8;0.000000;0.000066;32.546258;0.000469;1.952647;0
Subject27;EEG P3;cD8;0.000000;0.000088;4.050554;0.000625;2.495764;0
Subject27;EEG P3;cD7;0.000508;0.000959;-0.422785;0.006782;3.315561;0
Subject27;EEG P3;cD6;0.002574;0.004469;0.611716;0.031604;3.483222;0
Subject27;EEG P3;cD5;0.003006;0.006008;10.076496;0.042486;3.405991;0
Subject27;EEG P3;cD4;0.018635;0.081783;6.579349;0.578293;3.242318;0
Subject27;EEG P3;cD3;0.340273;2.190997;20.220079;15.492692;2.807907;0
Subject27;EEG P3;cD2;66.650505;248.907886;33.195819;1760.044543;3.070306;0
Subject27;EEG P3;cD1;6987.045714;68394.577007;43.080853;483622.691983;2.236137;0
Subject27;EEG P4;cA8;0.000000;0.000099;33.475247;0.000697;2.280591;0
Subject27;EEG P4;cD8;0.000000;0.000114;4.070157;0.000808;2.590041;0
Subject27;EEG P4;cD7;0.000568;0.001037;-0.481361;0.007330;3.342134;0
Subject27;EEG P4;cD6;0.001809;0.003608;0.758310;0.025509;3.223873;0
Subject27;EEG P4;cD5;0.002055;0.004361;11.174744;0.030835;3.320740;0
Subject27;EEG P4;cD4;0.032901;0.073458;14.659616;0.519425;3.288468;0
Subject27;EEG P4;cD3;0.331384;2.144034;20.547158;15.160609;2.754015;0
Subject27;EEG P4;cD2;78.088888;212.639926;38.767847;1503.591340;3.242958;0
Subject27;EEG P4;cD1;6274.041472;60589.182198;42.926725;428430.215988;2.265794;0
Subject27;EEG O1;cA8;0.000000;0.000036;36.211642;0.000252;2.156143;0
Subject27;EEG O1;cD8;0.000018;0.000092;8.636409;0.000648;2.930261;0
Subject27;EEG O1;cD7;0.000441;0.000808;2.860951;0.005712;3.425122;0
Subject27;EEG O1;cD6;0.001247;0.002298;0.072709;0.016250;3.347316;0
Subject27;EEG O1;cD5;0.000341;0.002125;30.903161;0.015026;2.842783;0
Subject27;EEG O1;cD4;0.019911;0.052923;22.059851;0.374222;3.036118;0
Subject27;EEG O1;cD3;0.310119;1.747155;14.881406;12.354248;2.870047;0
Subject27;EEG O1;cD2;36.852569;205.649221;33.918820;1454.159584;3.126758;0
Subject27;EEG O1;cD1;6325.107340;62711.134702;43.349730;443434.686039;2.250199;0
Subject27;EEG O2;cA8;0.000006;0.000037;36.455894;0.000264;2.907618;0
Subject27;EEG O2;cD8;0.000030;0.000076;2.082010;0.000537;3.328381;0
Subject27;EEG O2;cD7;0.000383;0.000685;2.613182;0.004846;3.451434;0
Subject27;EEG O2;cD6;0.000611;0.002267;1.167988;0.016032;3.373097;0
Subject27;EEG O2;cD5;0.000299;0.001751;13.497393;0.012381;2.769278;0
Subject27;EEG O2;cD4;0.009418;0.052590;29.571604;0.371868;3.062134;0
Subject27;EEG O2;cD3;0.505743;1.820049;14.605867;12.869689;2.951846;0
Subject27;EEG O2;cD2;76.290191;201.339628;35.153214;1423.686166;3.219048;0
Subject27;EEG O2;cD1;6234.275365;61760.244656;43.511202;436710.878042;2.254480;0
Subject27;EEG Fz;cA8;0.000017;0.000121;32.408015;0.000854;2.672697;0
Subject27;EEG Fz;cD8;0.000015;0.000069;3.804824;0.000491;3.008212;0
Subject27;EEG Fz;cD7;0.000193;0.000762;0.127898;0.005389;3.228257;0
Subject27;EEG Fz;cD6;0.000307;0.001222;0.872462;0.008642;3.262267;0
Subject27;EEG Fz;cD5;0.000641;0.003477;15.197111;0.024585;2.914271;0
Subject27;EEG Fz;cD4;0.021168;0.061804;9.217240;0.437019;3.238535;0
Subject27;EEG Fz;cD3;0.314130;1.889485;19.040683;13.360677;2.910225;0
Subject27;EEG Fz;cD2;62.126306;163.251574;35.999397;1154.362947;3.225738;0
Subject27;EEG Fz;cD1;4871.851861;46469.397367;42.507750;328588.259956;2.295734;0
Subject27;EEG Cz;cA8;0.000020;0.000151;31.068613;0.001068;2.507391;0
Subject27;EEG Cz;cD8;0.000000;0.000074;9.772665;0.000523;2.365663;0
Subject27;EEG Cz;cD7;0.000448;0.000836;-0.155997;0.005908;3.315598;0
Subject27;EEG Cz;cD6;0.001662;0.002872;0.744029;0.020310;3.492497;0
Subject27;EEG Cz;cD5;0.000791;0.004172;12.697270;0.029498;2.923255;0
Subject27;EEG Cz;cD4;0.033405;0.073453;19.427939;0.519394;3.333229;0
Subject27;EEG Cz;cD3;0.231160;1.520396;23.645766;10.750822;2.848856;0
Subject27;EEG Cz;cD2;64.404136;174.545902;34.780545;1234.225909;3.142650;0
Subject27;EEG Cz;cD1;5248.832763;52008.490567;43.470772;367755.563595;2.256439;0
Subject27;EEG Pz;cA8;0.000000;0.000081;35.543999;0.000569;1.998975;0
Subject27;EEG Pz;cD8;0.000000;0.000089;5.044322;0.000629;2.586537;0
Subject27;EEG Pz;cD7;0.000537;0.000921;-0.918754;0.006511;3.469583;0
Subject27;EEG Pz;cD6;0.002306;0.003991;0.632620;0.028222;3.472302;0
Subject27;EEG Pz;cD5;0.000930;0.004734;17.643656;0.033475;3.070184;0
Subject27;EEG Pz;cD4;0.034632;0.077865;11.237818;0.550591;3.250223;0
Subject27;EEG Pz;cD3;0.343683;2.141341;19.929586;15.141567;2.845595;0
Subject27;EEG Pz;cD2;79.000664;218.004619;36.020294;1541.525445;3.153069;0
Subject27;EEG Pz;cD1;6385.828627;62470.247756;43.204967;441731.358104;2.260264;0
Subject27;EEG A2-A1;cA8;0.000218;0.001680;36.418960;0.011883;2.511195;0
Subject27;EEG A2-A1;cD8;0.000000;0.001779;9.106848;0.012580;2.475446;0
Subject27;EEG A2-A1;cD7;0.001419;0.006050;1.104166;0.042782;3.109781;0
Subject27;EEG A2-A1;cD6;0.014067;0.023892;-0.897329;0.168945;3.508862;0
Subject27;EEG A2-A1;cD5;0.037250;0.071020;2.915742;0.502188;3.350540;0
Subject27;EEG A2-A1;cD4;0.219602;0.408187;3.804291;2.886321;3.420636;0
Subject27;EEG A2-A1;cD3;1.665423;10.154984;18.111376;71.806582;2.914962;0
Subject27;EEG A2-A1;cD2;295.049818;821.648850;34.277479;5809.934739;3.099198;0
Subject27;EEG A2-A1;cD1;23383.857121;234795.351959;43.605474;1660253.855612;2.221962;0
Subject28;EEG Fp1;cA8;0.000011;0.000079;36.705959;0.000562;2.654010;0
Subject28;EEG Fp1;cD8;0.000015;0.000087;12.046088;0.000613;2.776138;0
Subject28;EEG Fp1;cD7;0.000813;0.001402;-0.450187;0.009914;3.468682;0
Subject28;EEG Fp1;cD6;0.001025;0.004021;0.977325;0.028433;3.290476;0
Subject28;EEG Fp1;cD5;0.001817;0.008014;4.012768;0.056666;3.104972;0
Subject28;EEG Fp1;cD4;0.050369;0.094030;3.746193;0.664890;3.429140;0
Subject28;EEG Fp1;cD3;0.910120;3.497092;25.870225;24.728178;3.030367;0
Subject28;EEG Fp1;cD2;119.982135;314.824526;31.476471;2226.145569;3.179686;0
Subject28;EEG Fp1;cD1;14898.597805;141481.778927;43.380973;1000427.252933;2.358790;0
Subject28;EEG Fp2;cA8;0.000000;0.000093;35.623343;0.000661;2.354859;0
Subject28;EEG Fp2;cD8;0.000021;0.000126;11.787214;0.000893;2.677996;0
Subject28;EEG Fp2;cD7;0.001492;0.001600;0.029814;0.011310;3.597516;0
Subject28;EEG Fp2;cD6;0.001207;0.004383;-0.433066;0.030994;3.397839;0
Subject28;EEG Fp2;cD5;0.003023;0.007905;2.947250;0.055894;3.336995;0
Subject28;EEG Fp2;cD4;0.043029;0.081586;4.578208;0.576899;3.419006;0
Subject28;EEG Fp2;cD3;1.100024;3.260417;31.822498;23.054632;3.009729;0
Subject28;EEG Fp2;cD2;129.491476;326.949951;33.801356;2311.885273;3.256493;0
Subject28;EEG Fp2;cD1;15475.726546;144960.561393;43.183213;1025025.959655;2.377468;0
Subject28;EEG F3;cA8;0.000007;0.000054;38.905435;0.000384;2.467959;0
Subject28;EEG F3;cD8;0.000008;0.000048;8.036391;0.000339;2.695471;0
Subject28;EEG F3;cD7;0.000240;0.000612;0.885593;0.004325;3.307610;0
Subject28;EEG F3;cD6;0.001068;0.002016;1.343630;0.014253;3.324967;0
Subject28;EEG F3;cD5;0.001645;0.004076;0.968281;0.028820;3.392958;0
Subject28;EEG F3;cD4;0.019062;0.035535;1.442652;0.251270;3.367719;0
Subject28;EEG F3;cD3;0.241064;1.558924;36.120724;11.023261;2.899360;0
Subject28;EEG F3;cD2;72.504654;193.534467;37.873821;1368.495342;3.251188;0
Subject28;EEG F3;cD1;8009.565665;79379.604565;43.430177;561298.566761;2.226297;0
Subject28;EEG F4;cA8;0.000009;0.000070;36.467279;0.000497;2.436603;0
Subject28;EEG F4;cD8;0.000010;0.000062;11.862780;0.000439;2.564788;0
Subject28;EEG F4;cD7;0.000683;0.000753;-0.684877;0.005326;3.510558;0
Subject28;EEG F4;cD6;0.001430;0.002544;-0.316855;0.017989;3.419629;0
Subject28;EEG F4;cD5;0.002196;0.004070;0.715734;0.028779;3.362654;0
Subject28;EEG F4;cD4;0.021779;0.038562;3.534310;0.272673;3.522290;0
Subject28;EEG F4;cD3;0.231342;1.474432;34.879210;10.425808;2.916170;0
Subject28;EEG F4;cD2;62.891444;164.902759;36.457968;1166.038589;3.256469;0
Subject28;EEG F4;cD1;7183.142656;71116.740056;43.633369;502871.291496;2.264551;0
Subject28;EEG F7;cA8;0.000000;0.000087;35.038241;0.000617;2.219031;0
Subject28;EEG F7;cD8;0.000021;0.000124;9.170729;0.000879;2.724266;0
Subject28;EEG F7;cD7;0.000853;0.001518;-0.451627;0.010736;3.406091;0
Subject28;EEG F7;cD6;0.002439;0.004481;0.097176;0.031685;3.369833;0
Subject28;EEG F7;cD5;0.004342;0.008290;2.441876;0.058618;3.391892;0
Subject28;EEG F7;cD4;0.048524;0.094653;2.953430;0.669301;3.327546;0
Subject28;EEG F7;cD3;1.444645;3.949723;29.072734;27.928758;3.131444;0
Subject28;EEG F7;cD2;154.252061;399.420515;29.209631;2824.329550;3.144210;0
Subject28;EEG F7;cD1;19446.828653;182282.252699;43.046844;1288930.169734;2.376932;0
Subject28;EEG F8;cA8;0.000008;0.000059;36.427843;0.000418;2.484880;0
Subject28;EEG F8;cD8;0.000010;0.000060;11.560308;0.000424;2.787474;0
Subject28;EEG F8;cD7;0.000375;0.000673;-0.744783;0.004755;3.405589;0
Subject28;EEG F8;cD6;0.000201;0.001017;2.353792;0.007194;2.840265;0
Subject28;EEG F8;cD5;0.002333;0.004183;1.605536;0.029581;3.456063;0
Subject28;EEG F8;cD4;0.022261;0.046296;6.923757;0.327359;3.317724;0
Subject28;EEG F8;cD3;0.248585;1.348329;21.031861;9.534126;3.050811;0
Subject28;EEG F8;cD2;20.473627;77.859625;34.292231;550.550687;3.071678;0
Subject28;EEG F8;cD1;3046.043098;30126.582785;43.838001;213027.109813;2.305579;0
Subject28;EEG T3;cA8;0.000000;0.000064;37.652126;0.000451;2.346979;0
Subject28;EEG T3;cD8;0.000019;0.000100;8.715441;0.000710;2.837064;0
Subject28;EEG T3;cD7;0.000322;0.000882;1.994529;0.006235;3.190556;0
Subject28;EEG T3;cD6;0.001679;0.002987;-0.052106;0.021121;3.435069;0
Subject28;EEG T3;cD5;0.000779;0.003480;5.260372;0.024606;3.101794;0
Subject28;EEG T3;cD4;0.022084;0.043021;13.307079;0.304202;3.436247;0
Subject28;EEG T3;cD3;0.329933;2.106925;34.483423;14.898206;2.878066;0
Subject28;EEG T3;cD2;84.597937;220.198533;32.910696;1557.038760;3.209828;0
Subject28;EEG T3;cD1;9504.255947;91547.250905;43.439663;647336.819138;2.317966;0
Subject28;EEG T4;cA8;0.000000;0.000058;30.251220;0.000407;2.379367;0
Subject28;EEG T4;cD8;0.000000;0.000070;7.846864;0.000492;2.587435;0
Subject28;EEG T4;cD7;0.000428;0.000795;4.845533;0.005623;3.379503;0
Subject28;EEG T4;cD6;0.001907;0.003267;-0.826651;0.023103;3.484784;0
Subject28;EEG T4;cD5;0.001274;0.004965;0.691411;0.035105;3.248477;0
Subject28;EEG T4;cD4;0.022612;0.045477;6.826683;0.321571;3.346156;0
Subject28;EEG T4;cD3;0.322471;2.069351;37.547020;14.632520;2.946264;0
Subject28;EEG T4;cD2;85.356964;225.106236;35.267039;1591.741461;3.201889;0
Subject28;EEG T4;cD1;9850.196442;96017.944536;43.918092;678949.396971;2.360899;0
Subject28;EEG C3;cA8;0.000000;0.000064;37.140773;0.000451;2.325562;0
Subject28;EEG C3;cD8;0.000021;0.000090;3.719073;0.000639;3.158984;0
Subject28;EEG C3;cD7;0.000103;0.000388;-0.432416;0.002744;3.281976;0
Subject28;EEG C3;cD6;0.001046;0.001811;-0.257576;0.012803;3.465752;0
Subject28;EEG C3;cD5;0.000553;0.002515;12.026057;0.017786;3.131321;0
Subject28;EEG C3;cD4;0.016921;0.028188;0.025713;0.199319;3.542921;0
Subject28;EEG C3;cD3;0.168071;1.105950;36.815126;7.820250;2.914178;0
Subject28;EEG C3;cD2;62.366793;158.943580;31.999851;1123.900833;3.190941;0
Subject28;EEG C3;cD1;6965.928690;66135.981201;43.425183;467652.007875;2.384340;0
Subject28;EEG C4;cA8;0.000009;0.000072;35.760837;0.000510;2.470051;0
Subject28;EEG C4;cD8;0.000000;0.000068;3.743927;0.000480;2.747212;0
Subject28;EEG C4;cD7;0.000454;0.000620;-0.719463;0.004386;3.450361;0
Subject28;EEG C4;cD6;0.001309;0.002141;-0.672840;0.015141;3.579580;0
Subject28;EEG C4;cD5;0.000656;0.002789;1.963492;0.019720;3.125036;0
Subject28;EEG C4;cD4;0.013177;0.033359;5.769507;0.235885;3.401709;0
Subject28;EEG C4;cD3;0.192463;1.261769;37.490670;8.922057;2.922602;0
Subject28;EEG C4;cD2;71.874801;187.908279;32.080531;1328.712180;3.150967;0
Subject28;EEG C4;cD1;8736.748634;84081.844282;43.612654;594548.422667;2.358854;0
Subject28;EEG T5;cA8;0.000008;0.000141;33.725647;0.000997;2.191425;0
Subject28;EEG T5;cD8;0.000039;0.000211;12.793755;0.001490;2.854630;0
Subject28;EEG T5;cD7;0.001041;0.002012;2.667652;0.014224;3.310009;0
Subject28;EEG T5;cD6;0.002868;0.005135;0.632836;0.036306;3.428694;0
Subject28;EEG T5;cD5;0.001046;0.004307;1.822455;0.030455;3.196190;0
Subject28;EEG T5;cD4;0.020112;0.042783;3.860978;0.302524;3.209406;0
Subject28;EEG T5;cD3;0.370204;2.280289;37.092906;16.124075;3.004452;0
Subject28;EEG T5;cD2;97.350843;249.054585;36.338438;1761.081862;3.272435;0
Subject28;EEG T5;cD1;11130.299756;108747.072811;43.454881;768957.926188;2.268774;0
Subject28;EEG T6;cA8;0.000003;0.000021;36.595687;0.000151;2.515653;0
Subject28;EEG T6;cD8;0.000006;0.000028;8.389263;0.000198;3.002353;0
Subject28;EEG T6;cD7;0.000193;0.000493;-0.120387;0.003486;3.247481;0
Subject28;EEG T6;cD6;0.000723;0.002897;0.806108;0.020484;3.243607;0
Subject28;EEG T6;cD5;0.002669;0.004718;0.233458;0.033362;3.411118;0
Subject28;EEG T6;cD4;0.023017;0.053363;15.806488;0.377336;3.239433;0
Subject28;EEG T6;cD3;0.762343;2.300331;36.761044;16.265795;3.052195;0
Subject28;EEG T6;cD2;79.716466;201.432010;33.636421;1424.339403;3.266578;0
Subject28;EEG T6;cD1;8916.927406;84640.384285;43.469672;598497.896900;2.360888;0
Subject28;EEG P3;cA8;0.000004;0.000072;36.270282;0.000508;2.392903;0
Subject28;EEG P3;cD8;0.000006;0.000069;11.584132;0.000485;2.642809;0
Subject28;EEG P3;cD7;0.000371;0.000662;0.261292;0.004679;3.420879;0
Subject28;EEG P3;cD6;0.001307;0.002205;-1.036571;0.015592;3.517473;0
Subject28;EEG P3;cD5;0.000346;0.001845;7.597964;0.013046;2.793395;0
Subject28;EEG P3;cD4;0.012557;0.025287;7.020343;0.178806;3.399347;0
Subject28;EEG P3;cD3;0.262640;1.682944;37.817897;11.900211;2.934444;0
Subject28;EEG P3;cD2;40.835520;196.265552;27.976482;1387.807031;3.233821;0
Subject28;EEG P3;cD1;8947.220822;86088.817863;43.655839;608739.868950;2.346685;0
Subject28;EEG P4;cA8;0.000006;0.000045;33.264669;0.000319;2.397883;0
Subject28;EEG P4;cD8;0.000000;0.000046;14.707942;0.000325;2.238931;0
Subject28;EEG P4;cD7;0.000161;0.000609;-0.311201;0.004305;3.283638;0
Subject28;EEG P4;cD6;0.001048;0.001840;0.675935;0.013011;3.429853;0
Subject28;EEG P4;cD5;0.000347;0.001739;3.653983;0.012298;2.875650;0
Subject28;EEG P4;cD4;0.006520;0.029261;6.393658;0.206909;3.172302;0
Subject28;EEG P4;cD3;0.299008;1.911311;38.296441;13.515011;2.967757;0
Subject28;EEG P4;cD2;91.767247;216.286660;31.550543;1529.377642;3.313501;0
Subject28;EEG P4;cD1;10267.467945;97481.484121;43.425090;689298.184621;2.364944;0
Subject28;EEG O1;cA8;0.000010;0.000082;34.586027;0.000580;2.344792;0
Subject28;EEG O1;cD8;0.000000;0.000056;11.777434;0.000395;2.235311;0
Subject28;EEG O1;cD7;0.000399;0.000660;0.291657;0.004669;3.553108;0
Subject28;EEG O1;cD6;0.001086;0.001933;1.153913;0.013667;3.474239;0
Subject28;EEG O1;cD5;0.000276;0.001364;7.918083;0.009644;2.944489;0
Subject28;EEG O1;cD4;0.006812;0.022771;19.048411;0.161017;3.138604;0
Subject28;EEG O1;cD3;0.235094;1.454923;36.215481;10.287862;3.004989;0
Subject28;EEG O1;cD2;78.176014;181.748724;28.869345;1285.157552;3.309226;0
Subject28;EEG O1;cD1;9149.750838;85490.211115;43.687772;604507.080047;2.441411;0
Subject28;EEG O2;cA8;0.000010;0.000080;33.715163;0.000569;2.302629;0
Subject28;EEG O2;cD8;0.000000;0.000052;10.994184;0.000365;2.366366;0
Subject28;EEG O2;cD7;0.000380;0.000652;-0.291950;0.004608;3.463880;0
Subject28;EEG O2;cD6;0.000378;0.000877;-1.437256;0.006205;3.429768;0
Subject28;EEG O2;cD5;0.000204;0.000870;2.445418;0.006152;3.173578;0
Subject28;EEG O2;cD4;0.004546;0.024337;24.490848;0.172088;3.043978;0
Subject28;EEG O2;cD3;0.376754;1.452878;36.097837;10.273399;3.079513;0
Subject28;EEG O2;cD2;77.226198;158.548976;24.563140;1121.110561;3.460911;0
Subject28;EEG O2;cD1;8856.759132;78290.945364;42.592795;553600.583724;2.481249;0
Subject28;EEG Fz;cA8;0.000006;0.000042;36.288796;0.000298;2.571172;0
Subject28;EEG Fz;cD8;0.000003;0.000043;15.796370;0.000302;2.521428;0
Subject28;EEG Fz;cD7;0.000170;0.000455;2.344797;0.003220;3.215827;0
Subject28;EEG Fz;cD6;0.000418;0.001546;0.323722;0.010932;3.394669;0
Subject28;EEG Fz;cD5;0.001974;0.003594;2.462364;0.025412;3.439752;0
Subject28;EEG Fz;cD4;0.020500;0.035949;1.285061;0.254195;3.489514;0
Subject28;EEG Fz;cD3;0.407300;1.301129;34.484998;9.200374;2.889488;0
Subject28;EEG Fz;cD2;58.575981;159.720277;33.642007;1129.392911;3.157453;0
Subject28;EEG Fz;cD1;6652.815091;66641.152792;44.083837;471224.110452;2.292456;0
Subject28;EEG Cz;cA8;0.000008;0.000063;35.480854;0.000442;2.383674;0
Subject28;EEG Cz;cD8;0.000012;0.000063;11.127948;0.000444;2.850223;0
Subject28;EEG Cz;cD7;0.000300;0.000561;2.684437;0.003969;3.386061;0
Subject28;EEG Cz;cD6;0.001057;0.001901;1.489291;0.013443;3.413862;0
Subject28;EEG Cz;cD5;0.000618;0.002577;2.503091;0.018221;3.203623;0
Subject28;EEG Cz;cD4;0.018609;0.032686;2.774643;0.231122;3.512677;0
Subject28;EEG Cz;cD3;0.099854;0.742555;39.760025;5.250655;2.745358;0
Subject28;EEG Cz;cD2;25.169829;101.264908;32.601259;716.051034;2.886713;0
Subject28;EEG Cz;cD1;6153.749465;61887.264354;43.290655;437609.042938;2.164174;0
Subject28;EEG Pz;cA8;0.000000;0.000039;32.252049;0.000272;2.279885;0
Subject28;EEG Pz;cD8;0.000012;0.000061;5.980531;0.000435;2.868711;0
Subject28;EEG Pz;cD7;0.000240;0.000564;-0.935911;0.003986;3.420531;0
Subject28;EEG Pz;cD6;0.001094;0.001915;0.493906;0.013538;3.467811;0
